SUID,annotation name,annotations,Betweenness unDir,Bridging unDir,Centroid unDir,Closeness unDir,Degree unDir,Eccentricity unDir,EigenVector unDir,Ensembl Gene ID,Ensembl Protein ID,Entrez Gene ID,gene name,log score,name,node type,Radiality unDir,RefSeq mRNA ID,RefSeq Protein ID,score,selected,shared name,Stress unDir,Synonym,Uniprot ID
860,a,GO:0070613|GO:1902686|GO:0048011|GO:0045737|GO:0005979|GO:0051251|GO:0043154|GO:0008637|GO:2001240|GO:0016049|GO:0090003|GO:0043255|GO:0000271|GO:0044262|GO:0004674|GO:0032386|GO:0005976|GO:0032869|GO:0038093|GO:0031330|GO:0044344|GO:0051272|GO:0046323|GO:0051249|GO:0002696|GO:0046890|GO:0090201|GO:0016051|GO:0048732|GO:0071774|GO:1901992|GO:0043536|GO:2001239|GO:0070231|GO:1901653|GO:0000060|GO:0040017|GO:0090002|GO:2000117|GO:0010675|GO:0040008|GO:0007006|GO:0071375|GO:1902110|GO:0030162|GO:0097193|GO:0043434|GO:0010631|GO:0032868|GO:1901028|GO:1901099|GO:0030307|GO:0038095|GO:0038034|GO:0010907|GO:0009314|GO:0090068|GO:0009416|GO:1900739|GO:0030335|GO:0051169|GO:0009411|GO:0010466|GO:0033673|GO:1901990|GO:0000082|GO:0050867|GO:0018105|GO:2001234|GO:0050863|GO:2000045|GO:0038179|GO:0001558|GO:0010595|GO:0043029|GO:0007005|GO:0050673|GO:0046326|GO:0071887|GO:0046777|GO:1900740|GO:0045787|GO:0080135|GO:0072655|GO:0010507|GO:0006469|GO:0046324|GO:0070873|GO:0010638|GO:2000147|GO:2001233|GO:0002260|GO:0045913|GO:0010823|GO:0048872|GO:0001844|GO:0034599|GO:0030168|GO:1902593|GO:0006979|GO:0045936|GO:0010962|GO:0090199|GO:2001236|GO:0032881|GO:0071902|GO:0032369|GO:0008543|GO:0010639|GO:0010951|GO:0070227|GO:0010634|GO:0051204|GO:0032368|GO:1901987|GO:0050678|GO:0010828|GO:0051091|GO:0006606|GO:0038127|GO:0097192|GO:0017038|GO:0046902|GO:0042110|GO:0045834|GO:0044744|GO:1902532|GO:0090150|GO:0005524|GO:2001243|GO:0045598|GO:0051205|GO:0010506|GO:0070201|GO:0052548|GO:0010822|GO:0007346|GO:1902108|GO:2001242|GO:0000075|GO:0032885|GO:0052547|GO:0043281|GO:0018209|GO:0007173|GO:0042326|GO:0051346|GO:0008286|GO:0019216|GO:0097285|GO:1901652|GO:0035794|GO:0001836|GO:0001933|GO:2000116|GO:0071900|GO:1901989|GO:0048015|GO:0006913|GO:0097345|GO:2001237|GO:0009895|GO:0002768|GO:0006914|GO:0001776|GO:0050870|GO:0048009|GO:0034504|GO:0051170|GO:0000079|GO:0010821|GO:0050865|GO:0006109|GO:0097191|GO:0051129|GO:0009266|GO:0048017|GO:0010563|GO:0002694|GO:0045927|GO:0051348,515.2232611,3.329256082,-52,0.002475248,82,0.5,0.088878468,ENSG00000142208,ENSP00000451828,207,AKT1,-5.441238101,H__sapiens__2_-Hs:717570,result,2.266094421,NM_005163,NP_005154,0.004334114,FALSE,H__sapiens__2_-Hs:717570,6352,RAC,P31749
862,a,GO:0030155|GO:0016049|GO:0045926|GO:0006998|GO:0006997|GO:0045936|GO:0033673|GO:0042326|GO:0010771|GO:0044344|GO:0071902|GO:0016311|GO:0010717|GO:0006260|GO:0008543|GO:0001933|GO:0001558|GO:0071900|GO:0045596|GO:0001837|GO:2000736|GO:0006275|GO:0022604|GO:0010769|GO:0030308|GO:0006470|GO:0071901|GO:0071774|GO:0006469|GO:0051052|GO:0048863|GO:1902532|GO:0051129|GO:0010563|GO:0010721|GO:0043405|GO:0040008|GO:0051348,550.0034233,3.906340762,-48,0.0025,79,0.333333333,0.099860507,ENSG00000113575,ENSP00000430869,5515,PPP2CA,-5.448856761,H__sapiens__2_-Hs:713513,result,2.283261803,NM_002715,NP_002706,0.004301219,FALSE,H__sapiens__2_-Hs:713513,5974,,PP2AA_HUMAN
863,a,GO:0042787|GO:0019787|GO:0070613|GO:0032436|GO:0045732|GO:0030162|GO:0016881|GO:0010954|GO:1901800|GO:0061136|GO:0031398|GO:0008270|GO:0032434|GO:0031331|GO:0009896|GO:0004842|GO:0031396|GO:0042176|GO:0010498|GO:0043161|GO:0016879|GO:0051865|GO:0045862|GO:0002039,32.68825238,4.158882477,-115,0.002141328,19,0.333333333,0.025633801,ENSG00000163743,ENSP00000427205,25898,RCHY1,-5.031834868,H__sapiens__2_-Hs:720520,result,1.995708155,NM_015436,NP_056251,0.006526824,FALSE,H__sapiens__2_-Hs:720520,484,ZNF363,ZN363_HUMAN
865,a,,13.38215659,5.034154601,-137,0.00204499,10,0.333333333,0.014259061,ENSG00000236251,ENSP00000409151,3305,HSPA1L,-5.38399447,H__sapiens__2_-Hs:729736,result,1.901287554,NM_005527,NP_005518,0.004589453,FALSE,H__sapiens__2_-Hs:729736,172,hum70t,P34931
867,a,GO:2000116|GO:2001056|GO:0052548|GO:0097193|GO:0090305|GO:0010950|GO:0010952|GO:0097194|GO:0006919|GO:0052547|GO:0006309|GO:0097202|GO:0000737|GO:0043281|GO:0006308|GO:0031638|GO:0016311|GO:0043280,58.0382954,3.513233314,-99,0.002212389,26,0.333333333,0.03373074,ENSG00000172115,ENSP00000416479,54205,CYCS,-5.449086351,H__sapiens__2_-Hs:722658,result,2.060085837,NM_018947,NP_061820,0.004300232,FALSE,H__sapiens__2_-Hs:722658,654,,P99999
869,a,GO:0051329|GO:1902403|GO:0072331|GO:0044783|GO:0007346|GO:1901991|GO:0071156|GO:0000075|GO:1902400|GO:0072401|GO:1902402|GO:0090068|GO:0031571|GO:0022403|GO:0072422|GO:1901990|GO:0031570|GO:0042770|GO:0010948|GO:0000082|GO:0051325|GO:2000045|GO:0030330|GO:0044774|GO:0072395|GO:0000077|GO:1901987|GO:0007050|GO:0007093|GO:0071158|GO:0006977|GO:2000134|GO:1901988|GO:0072413|GO:0044773|GO:0045786|GO:0072431|GO:0044819,82.39153404,3.324155887,-96,0.002232143,34,0.333333333,0.05047862,ENSG00000075218,ENSP00000415430,51512,GTSE1,-5.460372762,H__sapiens__2_-Hs:710580,result,2.077253219,NM_016426,NP_057510,0.00425197,FALSE,H__sapiens__2_-Hs:710580,1202,GTSE-1,Q9NYZ3
875,a,GO:0071214|GO:0048144|GO:0001655|GO:0060249|GO:0031098|GO:0042493|GO:0070302|GO:0072111|GO:0045936|GO:0051054|GO:2001022|GO:0010332|GO:0010952|GO:2001020|GO:0050678|GO:0007050|GO:0000975|GO:0002053|GO:1902532|GO:0010464|GO:0048146|GO:0045786|GO:0043280|GO:0007179|GO:0072091|GO:0044212|GO:0052548|GO:0034644|GO:0010950|GO:0000723|GO:0006338|GO:0048145|GO:0007178|GO:0051403|GO:0052547|GO:0009314|GO:0032872|GO:0009416|GO:0001067|GO:0009411|GO:0010463|GO:0043281|GO:0030099|GO:0051302|GO:0042326|GO:0006367|GO:0097285|GO:0071478|GO:0032200|GO:2000116|GO:2001056|GO:0006352|GO:0033044|GO:0071482|GO:0007219|GO:0072215|GO:0045596|GO:0071897|GO:0050673|GO:2000648|GO:0080135|GO:0071560|GO:0051052|GO:0032844|GO:0010563|GO:0002521|GO:0010212|GO:0071559,191.8641035,2.994743641,-66,0.002392344,61,0.5,0.082012975,ENSG00000136997,ENSP00000430235,4609,MYC,-5.460555743,H__sapiens__2_-Hs:716732,result,2.206008584,NM_002467,NP_002458,0.004251193,FALSE,H__sapiens__2_-Hs:716732,2634,MYCC,P01106
877,a,GO:0097305|GO:0019787|GO:0035258|GO:0043627|GO:0048545|GO:0030522|GO:0016881|GO:0033993|GO:0050681|GO:0035257|GO:0014070|GO:0032355|GO:0003713|GO:0030521|GO:0016879|GO:0051427|GO:0030518,44.27187053,5.338666896,-107,0.002118644,17,0.333333333,0.02200626,ENSG00000013561,ENSP00000442490,9604,RNF14,-5.471165771,H__sapiens__2_-Hs:709615,result,1.974248927,NM_183401,NP_899648,0.004206326,FALSE,H__sapiens__2_-Hs:709615,478,TRIAD2,RNF14_HUMAN
878,a,GO:0042113|GO:0002208|GO:0010165|GO:0048144|GO:0051402|GO:0002520|GO:0010720|GO:0002312|GO:0006261|GO:0009792|GO:0030097|GO:0006260|GO:0010332|GO:0002250|GO:0006310|GO:0006302|GO:0006266|GO:0019042|GO:0048534|GO:0005924|GO:0042110|GO:0016445|GO:0000726|GO:0048863|GO:0002204|GO:0048146|GO:0033077|GO:0030098|GO:0070997|GO:0043009|GO:0022616|GO:1901214|GO:0006303|GO:0001701|GO:0043524|GO:0048145|GO:0002440|GO:0009314|GO:0043523|GO:0019043|GO:0016447|GO:0097285|GO:0045190|GO:0045596|GO:0008022|GO:0006289|GO:0005925|GO:1901215|GO:0016444|GO:0000793|GO:0002562|GO:0048864|GO:0030055|GO:0006271|GO:0006297|GO:0002521|GO:0010212,115.4922401,4.380966744,-85,0.00228833,36,0.333333333,0.052023511,ENSG00000174405,ENSP00000402030,3981,LIG4,-5.172780298,H__sapiens__2_-Hs:723139,result,2.124463519,NM_206937,NP_996820,0.005668786,FALSE,H__sapiens__2_-Hs:723139,1516,,P49917
882,a,GO:0043410|GO:0071900|GO:0032874|GO:0043068|GO:0046330|GO:0046328|GO:0007254|GO:0043065|GO:0051403|GO:0031098|GO:0032872|GO:0080135|GO:0070302|GO:0010942|GO:0070304|GO:0032147|GO:0071902|GO:0000185,83.21405666,2.63543973,-86,0.002283105,42,0.333333333,0.051814433,ENSG00000130222,ENSP00000364924,10912,GADD45G,-5.472166322,H__sapiens__2_-Hs:715557,result,2.120171674,NM_006705,NP_006696,0.004202119,FALSE,H__sapiens__2_-Hs:715557,1130,GRP17,O95257
883,a,GO:0000790|GO:0034146|GO:0045088|GO:0038123|GO:0001102|GO:0031098|GO:0034138|GO:0008047|GO:1902593|GO:0034134|GO:0003713|GO:0038093|GO:0045089|GO:0000228|GO:0001085|GO:0007184|GO:0034142|GO:0035821|GO:0000976|GO:0006606|GO:0000975|GO:0017038|GO:0034162|GO:0044454|GO:0044744|GO:0007179|GO:0002755|GO:0044212|GO:0002756|GO:0051101|GO:0000785|GO:0033613|GO:0043565|GO:0051817|GO:0007178|GO:0051403|GO:0038095|GO:0051098|GO:0002758|GO:0001067|GO:0003705|GO:0051169|GO:0038124|GO:0051100|GO:0002218|GO:0034166|GO:0031349|GO:0000981|GO:0006913|GO:0035666|GO:0002768|GO:0034504|GO:0051170|GO:0071560|GO:0046332|GO:0002224|GO:0043392|GO:0071559|GO:0002221,849.2840437,3.580110886,-38,0.002564103,98,0.5,0.102176292,ENSG00000177606,ENSP00000360266,3725,JUN,-4.294536421,H__sapiens__2_-Hs:723806,result,2.326180258,NM_002228,NP_002219,0.013642895,FALSE,H__sapiens__2_-Hs:723806,9158,c-Jun,P05412
885,a,,121.5554688,6.138365138,-93,0.002237136,26,0.333333333,0.037558713,ENSG00000127922,ENSP00000416322,7979,SHFM1,-5.474034666,H__sapiens__2_-Hs:715286,result,2.081545064,NM_006304,NP_006295,0.004194275,FALSE,H__sapiens__2_-Hs:715286,1904,SHSF1,P60896
886,a,GO:0071214|GO:0072331|GO:0043516|GO:0034644|GO:0007569|GO:0000075|GO:0008156|GO:0007568|GO:0004674|GO:0009314|GO:0009416|GO:0009411|GO:0071479|GO:1901796|GO:0018209|GO:0043517|GO:2001022|GO:0031570|GO:0042770|GO:0071478|GO:0006260|GO:1901798|GO:0010332|GO:0018105|GO:0071482|GO:0030330|GO:0016604|GO:0051053|GO:2001020|GO:0000077|GO:0006275|GO:0046777|GO:0080135|GO:0016605|GO:0051052|GO:0032404|GO:0090399|GO:0010212,437.7415492,3.940311605,-54,0.002463054,72,0.333333333,0.097691445,ENSG00000175054,ENSP00000426595,545,ATR,-3.26817208,H__sapiens__2_-Hs:723265,result,2.25751073,NM_001184,NP_001175,0.038075963,FALSE,H__sapiens__2_-Hs:723265,5172,SCKL1,Q13535
888,a,GO:0071214|GO:0052548|GO:0097193|GO:0010950|GO:0034976|GO:2001233|GO:0006919|GO:0052547|GO:0038034|GO:0097202|GO:0043281|GO:2001236|GO:0031638|GO:0071902|GO:0071260|GO:0007249|GO:2000116|GO:2001056|GO:0071900|GO:0043122|GO:0010952|GO:0070059|GO:0097192|GO:2001239|GO:0097191|GO:0071496|GO:0032147|GO:0008625|GO:0009612|GO:0043280,170.1474245,4.015800994,-85,0.00228833,41,0.333333333,0.053702576,ENSG00000120889,ENSP00000443386,8795,TNFRSF10B,-5.161669383,H__sapiens__2_-Hs:714427,result,2.124463519,NM_147187,NP_671716,0.005732123,FALSE,H__sapiens__2_-Hs:714427,1882,TRICKB,TR10B_HUMAN
890,a,GO:0048011|GO:0072331|GO:1901991|GO:0071156|GO:0016049|GO:1902400|GO:1902402|GO:0008047|GO:0097202|GO:0045936|GO:0038093|GO:0044344|GO:0031570|GO:0010948|GO:0008543|GO:0045732|GO:0030330|GO:0044774|GO:0010952|GO:0000077|GO:1901987|GO:0071241|GO:0007050|GO:0030308|GO:0038127|GO:0071774|GO:0071158|GO:0006977|GO:1901988|GO:0019902|GO:0005057|GO:0040008|GO:0045786|GO:0072431|GO:0043280|GO:1902403|GO:0052548|GO:0010950|GO:0044783|GO:0007346|GO:0000075|GO:0045926|GO:0072401|GO:0006919|GO:0038095|GO:0052547|GO:0090068|GO:0031571|GO:0043281|GO:0042176|GO:0072422|GO:0033673|GO:1901990|GO:0007173|GO:0042326|GO:0031638|GO:0042770|GO:0000082|GO:0045930|GO:2000116|GO:2001056|GO:0010035|GO:2000045|GO:0038179|GO:0001558|GO:0071900|GO:0072395|GO:0048015|GO:0019903|GO:0002768|GO:0009896|GO:0005072|GO:0007093|GO:0000079|GO:0048017|GO:0010942|GO:0010563|GO:2000134|GO:0072413|GO:0044773|GO:0051348|GO:0044819,212.3652667,2.673814703,-71,0.002364066,63,0.333333333,0.071727802,ENSG00000111276,ENSP00000407597,1027,CDKN1B,-5.475372099,H__sapiens__2_-Hs:713185,result,2.184549356,NM_004064,NP_004055,0.00418867,FALSE,H__sapiens__2_-Hs:713185,2732,P27KIP1,P46527
892,a,GO:0035258|GO:0050681|GO:0035257|GO:0003713|GO:0003006|GO:0030522|GO:0030521|GO:0051427|GO:0030518,86.54081457,3.801479557,-91,0.002247191,31,0.333333333,0.040319229,ENSG00000266412,ENSP00000464054,8031,NCOA4,-5.476035875,H__sapiens__2_-Hs:716989,result,2.090128755,NM_005437,NP_005428,0.00418589,FALSE,H__sapiens__2_-Hs:716989,1016,RFG,Q13772
894,a,GO:0060389|GO:0072593|GO:0051251|GO:0005126|GO:2000379|GO:0060021|GO:0002520|GO:0004674|GO:0033993|GO:0042493|GO:0050431|GO:0009792|GO:0030097|GO:0097305|GO:0051249|GO:0002696|GO:0090288|GO:0019955|GO:0048534|GO:0042110|GO:0018210|GO:0002053|GO:0014070|GO:0030512|GO:0070723|GO:0010464|GO:0036314|GO:0030098|GO:0043009|GO:0072091|GO:0007179|GO:0001568|GO:0007178|GO:0010463|GO:0018209|GO:0030099|GO:0090092|GO:0048514|GO:0017015|GO:0050867|GO:0018105|GO:0050863|GO:0018107|GO:2000648|GO:0001525|GO:0050870|GO:0005160|GO:0071560|GO:0050865|GO:2000377|GO:0019838|GO:0046332|GO:0002694|GO:0004675|GO:0032147|GO:0090287|GO:0002521|GO:0071559,350.3841638,3.304816579,-67,0.002386635,66,0.333333333,0.06789035,ENSG00000163513,ENSP00000351905,7048,TGFBR2,-5.494391305,H__sapiens__2_-Hs:720430,result,2.201716738,NM_003242,NP_003233,0.004109757,FALSE,H__sapiens__2_-Hs:720430,3684,MFS2,TGFR2_HUMAN
896,a,GO:0048011|GO:0034599|GO:0031098|GO:0070302|GO:0032869|GO:0006979|GO:0045936|GO:0038093|GO:0044344|GO:0006473|GO:0008543|GO:0003682|GO:0043543|GO:0031669|GO:0071241|GO:0038127|GO:0071774|GO:0009991|GO:1901653|GO:1902532|GO:0019902|GO:0045598|GO:0001568|GO:0071375|GO:0043434|GO:0032868|GO:0043565|GO:0031668|GO:0051403|GO:0038095|GO:0032872|GO:0042326|GO:0007173|GO:0008286|GO:1901652|GO:0038179|GO:0010035|GO:0048015|GO:0045596|GO:0019903|GO:0002768|GO:0080135|GO:0031667|GO:0009266|GO:0071496|GO:0048017|GO:0032844|GO:0010563|GO:0034614,191.9662342,3.88893596,-73,0.002347418,49,0.333333333,0.060972455,ENSG00000150907,ENSP00000368880,2308,FOXO1,-5.251477526,H__sapiens__2_-Hs:718711,result,2.17167382,NM_002015,NP_002006,0.005239771,FALSE,H__sapiens__2_-Hs:718711,2330,FOXO1A,Q12778
899,a,GO:0043410|GO:0071900|GO:0032874|GO:0043068|GO:0046330|GO:0046328|GO:0007254|GO:0043065|GO:0051403|GO:0031098|GO:0032872|GO:0080135|GO:0070302|GO:0010942|GO:0070304|GO:0032147|GO:0071902|GO:0000185,152.2227813,3.645028713,-83,0.002298851,45,0.333333333,0.054485557,ENSG00000099860,ENSP00000468620,4616,GADD45B,-5.500293227,H__sapiens__2_-Hs:711420,result,2.13304721,NM_015675,NP_056490,0.004085573,FALSE,H__sapiens__2_-Hs:711420,1918,MYD118,O75293
901,a,GO:0002576|GO:0060205|GO:0005979|GO:0051251|GO:0048144|GO:0001503|GO:0008637|GO:0043255|GO:0000271|GO:0044262|GO:0032386|GO:0005976|GO:0051272|GO:0051783|GO:0046323|GO:0051249|GO:0006260|GO:0048659|GO:0014904|GO:0002696|GO:0014066|GO:0090201|GO:0046651|GO:0016051|GO:0007067|GO:0048661|GO:0048285|GO:0031983|GO:0000060|GO:0048660|GO:0040017|GO:0048863|GO:0010675|GO:0040008|GO:0051101|GO:0031093|GO:0051223|GO:0031331|GO:0010907|GO:0031091|GO:0090068|GO:0030335|GO:0051169|GO:0051222|GO:0030278|GO:0051302|GO:0050867|GO:0033157|GO:0050863|GO:2001234|GO:0045596|GO:0007005|GO:0050673|GO:0046326|GO:0045787|GO:0000280|GO:0014910|GO:0048864|GO:0051052|GO:0046324|GO:0070873|GO:0010638|GO:0032944|GO:0032388|GO:2000147|GO:2001233|GO:0032943|GO:0045913|GO:0014909|GO:0010823|GO:0030168|GO:1902593|GO:0051054|GO:0010962|GO:0090199|GO:2001236|GO:0032881|GO:0034774|GO:0010639|GO:0046822|GO:0070661|GO:0030141|GO:0006275|GO:0050678|GO:0010828|GO:0006606|GO:0055001|GO:0017038|GO:0042110|GO:0090316|GO:1900180|GO:0048146|GO:0070201|GO:0070663|GO:0014812|GO:0007346|GO:0030282|GO:0005159|GO:0032885|GO:0048145|GO:0051098|GO:0014065|GO:0097285|GO:0001836|GO:0043410|GO:0006913|GO:0048015|GO:2001237|GO:0051785|GO:0050670|GO:0033002|GO:0009896|GO:0050870|GO:0045840|GO:0048009|GO:0034504|GO:0051170|GO:0010821|GO:0050865|GO:0007088|GO:0006109|GO:0097191|GO:0048017|GO:0051129|GO:0002694|GO:0042306,146.1402646,4.547179258,-84,0.00228833,36,0.333333333,0.045254754,ENSG00000017427,ENSP00000416811,3479,IGF1,-5.371061409,H__sapiens__2_-Hs:709652,result,2.124463519,NM_001111285,NP_001104755,0.004649194,FALSE,H__sapiens__2_-Hs:709652,1704,IGF1A,P05019
904,a,GO:0060389|GO:0032388|GO:0051897|GO:0001655|GO:0005126|GO:2001233|GO:0060021|GO:0010862|GO:0016049|GO:0002520|GO:0004674|GO:0033993|GO:2001235|GO:0032386|GO:0060393|GO:0050431|GO:1902593|GO:2001236|GO:0009792|GO:0046824|GO:0051272|GO:0070411|GO:0097305|GO:0090288|GO:0007184|GO:0046822|GO:0001837|GO:0019955|GO:0048732|GO:0007050|GO:0006606|GO:0048534|GO:0042307|GO:0017038|GO:0018210|GO:0014070|GO:0090316|GO:0048863|GO:0030512|GO:0070723|GO:0048762|GO:0005524|GO:1900180|GO:0040008|GO:0036314|GO:0045786|GO:0070201|GO:0043009|GO:0007179|GO:0001568|GO:0048610|GO:0090100|GO:0051223|GO:0001701|GO:0030307|GO:0051896|GO:0007178|GO:0051169|GO:0031396|GO:0051222|GO:0043491|GO:0018209|GO:0090092|GO:0048514|GO:0060485|GO:0017015|GO:0018105|GO:2001234|GO:0033157|GO:0001558|GO:0006913|GO:0045596|GO:2001237|GO:0018107|GO:0005160|GO:0060390|GO:0034504|GO:0051170|GO:0071560|GO:0048864|GO:0097191|GO:0019838|GO:0046332|GO:0004675|GO:0045927|GO:0060391|GO:0090287|GO:0032147|GO:0042306|GO:0071559,206.0826011,3.018335271,-73,0.002352941,57,0.333333333,0.063130943,ENSG00000106799,ENSP00000450052,7046,TGFBR1,-5.501035804,H__sapiens__2_-Hs:712662,result,2.175965665,NM_004612,NP_004603,0.004082541,FALSE,H__sapiens__2_-Hs:712662,2352,ALK-5,TGFR1_HUMAN
905,a,GO:0010638|GO:1902686|GO:0048011|GO:0071214|GO:0034146|GO:0045088|GO:2001233|GO:0008637|GO:0038123|GO:0004674|GO:0031098|GO:0001844|GO:0032386|GO:0034138|GO:0034134|GO:0016569|GO:0045089|GO:0038093|GO:0016570|GO:0043393|GO:0043068|GO:0034142|GO:0051204|GO:0007254|GO:0032091|GO:0046902|GO:0034162|GO:0018210|GO:0090150|GO:0005057|GO:0051205|GO:0007006|GO:0070201|GO:1902110|GO:0002755|GO:0097193|GO:0010822|GO:0002756|GO:1902108|GO:1901028|GO:0031063|GO:0038095|GO:0051403|GO:0051098|GO:0002758|GO:0009314|GO:0009416|GO:1900739|GO:0009411|GO:0038124|GO:0018209|GO:0051100|GO:0002218|GO:0071260|GO:0035794|GO:0031056|GO:0018105|GO:0031349|GO:0034166|GO:0038179|GO:0033044|GO:0097345|GO:0035666|GO:0007005|GO:0018107|GO:0002768|GO:1900740|GO:0043065|GO:0072655|GO:0010821|GO:0071496|GO:0010942|GO:0002224|GO:0090311|GO:1902275|GO:0042826|GO:0009612|GO:0002221,209.1271252,4.91986461,-86,0.002283105,40,0.333333333,0.047654055,ENSG00000107643,ENSP00000397729,5599,MAPK8,-4.174558117,H__sapiens__2_-Hs:712735,result,2.120171674,NM_139049,NP_620637,0.015381987,FALSE,H__sapiens__2_-Hs:712735,2458,SAPK1,P45983
907,a,GO:0035258|GO:0043627|GO:0072331|GO:0008080|GO:0048545|GO:0006474|GO:0000086|GO:0008630|GO:0044839|GO:0001102|GO:0033993|GO:0043618|GO:0016569|GO:0003713|GO:0030521|GO:0008013|GO:0006473|GO:0051427|GO:0001085|GO:0016570|GO:0018205|GO:0006475|GO:0003682|GO:0031365|GO:0030522|GO:0061418|GO:0043543|GO:0016573|GO:0035821|GO:0001666|GO:0032481|GO:0051091|GO:0000975|GO:0050681|GO:0014070|GO:0016407|GO:0036294|GO:0044212|GO:0097193|GO:0018394|GO:0071453|GO:0033613|GO:0070482|GO:0051817|GO:0072332|GO:0001067|GO:0035257|GO:0043620|GO:0001819|GO:0042771|GO:0018393|GO:0030518|GO:0004402|GO:0032606|GO:0071456|GO:0007219|GO:0032479|GO:0016410|GO:0036293,481.383492,3.154710276,-51,0.00248139,85,0.333333333,0.096004709,ENSG00000100393,ENSP00000263253,2033,EP300,-4.775139852,H__sapiens__2_-Hs:711589,result,2.270386266,NM_001429,NP_001420,0.008436904,FALSE,H__sapiens__2_-Hs:711589,5748,p300,Q09472
909,a,GO:0042787|GO:0019787|GO:0070997|GO:2001244|GO:0097193|GO:0016881|GO:0043068|GO:0008022|GO:0051402|GO:0008270|GO:2001242|GO:2001233|GO:0043065|GO:2001235|GO:0004842|GO:0010942|GO:0010498|GO:0043161|GO:0016879|GO:0097285,196.2520684,4.463931154,-80,0.002314815,45,0.333333333,0.060440277,ENSG00000196470,ENSP00000457415,6477,SIAH1,-5.516939196,H__sapiens__2_-Hs:726742,result,2.145922747,NM_003031,NP_003022,0.004018128,FALSE,H__sapiens__2_-Hs:726742,2404,hSIAH1,SIAH1_HUMAN
912,a,GO:0030098|GO:0046651|GO:0042113|GO:0070661|GO:0032943|GO:0002768|GO:0050853|GO:0002520|GO:0048534|GO:0030097|GO:0050851|GO:0002429|GO:0002521|GO:0042100,86.10120062,3.186180297,-91,0.002242152,34,0.333333333,0.036896561,ENSG00000272985,ENSP00000477402,973,CD79A,-5.524355912,H__sapiens__2_-Hs:712384,result,2.08583691,NM_021601,NP_067612,0.003988437,FALSE,H__sapiens__2_-Hs:712384,938,MB-1,P11912
914,a,GO:0010718|GO:0035258|GO:0007179|GO:0090100|GO:0007178|GO:0030511|GO:0010720|GO:0035257|GO:0010770|GO:0003713|GO:0030521|GO:0090092|GO:0051427|GO:0070411|GO:0030518|GO:0010717|GO:0017015|GO:0090288|GO:0030522|GO:2000736|GO:0001837|GO:0022604|GO:0010769|GO:0050681|GO:0071560|GO:0048863|GO:0030512|GO:0046332|GO:0090287|GO:0071559,34.14747371,3.506020729,-120,0.002070393,20,0.333333333,0.020803501,ENSG00000140682,ENSP00000459283,7041,TGFB1I1,-5.541599044,H__sapiens__2_-Hs:717361,result,1.927038627,NM_015927,NP_057011,0.003920253,FALSE,H__sapiens__2_-Hs:717361,386,TSC-5,TGFI1_HUMAN
916,a,GO:1901652|GO:0071375|GO:0010608|GO:0043434|GO:0048015|GO:0032868|GO:0007346|GO:0045931|GO:0045787|GO:0032869|GO:1901653|GO:0048017|GO:0008286|GO:0000082,238.4226769,3.930215941,-69,0.002369668,54,0.333333333,0.074919231,ENSG00000108443,ENSP00000468058,6198,RPS6KB1,-5.542773154,H__sapiens__2_-Hs:712838,result,2.188841202,NM_003161,NP_003152,0.003915653,FALSE,H__sapiens__2_-Hs:712838,2724,STK14A,P23443
921,a,GO:0070613|GO:0051897|GO:0002576|GO:0060205|GO:0043154|GO:0033993|GO:0051272|GO:0044344|GO:0001818|GO:0071634|GO:0097529|GO:0002696|GO:1901654|GO:0071774|GO:0043536|GO:0031983|GO:0014070|GO:1902041|GO:0040017|GO:2000117|GO:0043405|GO:2000351|GO:0031093|GO:0048520|GO:0010631|GO:0072577|GO:2001238|GO:0050921|GO:0051896|GO:0007178|GO:0030511|GO:0031091|GO:0030335|GO:0010466|GO:0043491|GO:0051271|GO:0090092|GO:0048514|GO:0050920|GO:0017015|GO:0050867|GO:2001234|GO:0010595|GO:0050673|GO:0001952|GO:0071560|GO:0002687|GO:0019838|GO:0071559|GO:0072593|GO:0048545|GO:2000147|GO:2001233|GO:2000379|GO:2001235|GO:0010810|GO:0030168|GO:0042493|GO:0050431|GO:0007160|GO:2001236|GO:0051241|GO:0034774|GO:0071902|GO:0071604|GO:0008543|GO:0032369|GO:0090288|GO:0043068|GO:0010951|GO:0010634|GO:0032368|GO:0019955|GO:0030141|GO:0001666|GO:0050678|GO:0007050|GO:0031589|GO:1902532|GO:0045786|GO:0002683|GO:0007179|GO:0001568|GO:0052548|GO:0030155|GO:0050680|GO:0010812|GO:0090100|GO:0034976|GO:0070482|GO:0052547|GO:0043281|GO:0016525|GO:0051346|GO:0031638|GO:0001819|GO:0097285|GO:0007162|GO:2000116|GO:0010608|GO:0010035|GO:0043410|GO:0071900|GO:0001953|GO:2001237|GO:0001525|GO:0043065|GO:0050865|GO:2000377|GO:0097191|GO:0009266|GO:0010942|GO:0051129|GO:0002694|GO:0032147|GO:0008625|GO:0090287|GO:0036293,35.45066375,3.047844328,-110,0.002164502,23,0.333333333,0.031018478,ENSG00000137801,ENSP00000380720,7057,THBS1,-5.554582048,H__sapiens__2_-Hs:716881,result,2.017167382,NM_003246,NP_003237,0.003869685,FALSE,H__sapiens__2_-Hs:716881,596,TSP1,TSP1_HUMAN
